Codice AIC;Sost.isce;Sost.ito;Descrizione prodotto;Ditta produttrice;Forma farmaceutica;Principio Attivo;A.T.C. Descrizione;Cod. gruppo;Descrizione gruppo;Tipo prodotto;Doping;Glutine;Stupefacente;Temperatura;Mesi di validita';Validita' dopo apertura;Iva;Prz. Att.;Imp.Assist;PrzRimE.;Obbligatorieta';Particolarita';Cl;Prescrivibilita';Tipo ricetta;Regime SSN;Note prescrizione
931504462;;;DEPI 50+ CANOVA CREMA 50ML;SIFARMA SpA Div. Canova;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;39.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
976260101;;;SILIPUR FORTE 30CPR;AGIPS FARMACEUTICI Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;15.0;15.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
976966034;;;AZ 3DW LUXE BIANCO BRILL 75ML;PROCTER & GAMBLE SRL;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;4.0;4.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
935598716;;;CREBOX 14BUST;NEOPHARMED GENTILI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;14.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
979410988;;;TONIMER EYES SALV OFTALM 16PZ;IST.GANASSINI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;8.9;8.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
903776692;;;PARO 726898 OOLITT NETTALING;PROFIMED Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;9.1;9.1;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
978503910;;;GUM BI-DIRECTION SCOVOL FINE6P;SUNSTAR ITALIANA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;6.0;6.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
937024800;;;CISTIMEV GOLD 30CPR;AGAVE Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;31.0;31.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
938398435;;;IMMUDEK FORTE SH 15CPS;SHEDIR PHARMA Srl Unipersonale;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;16.2;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
935253866;;;ENTERO 4 GOCCE;URIACH ITALY Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;15.5;15.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
974893339;;;AZ 3D WHITE THERAPY DENTI SENS;PROCTER & GAMBLE SRL;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;3.49;3.49;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975054723;;;EUCERIN UREAREP CR MANI 75ML;BEIERSDORF SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;12.5;12.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975961703;;;NATURA MIX ADVANCED SOST 10FL;ABOCA SpA SOCIETA' AGRICOLA;;;;;;PARAFARMACO ERBORISTICO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;21.0;21.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
930214527;;;PLAKOUT ACTIVE CLOR 0,12%;POLIFARMA BENESSERE Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;8.2;8.2;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
930274269;;;VEA NAILS VIT-E PROT UNG CUT;HULKA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;13.3;13.3;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
973650308;;;TOLERIANE SENSITI T40ML;LA ROCHE POSAY-PHAS (L'Oreal);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;17.99;17.99;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
926986819;;;PHYSIO GEL MICELLARE 195ML;LA ROCHE POSAY-PHAS (L'Oreal);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;17.99;17.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
974373146;;;ENTERELLE PLUS 12CPS;BROMATECH Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;1.0;1.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
922844547;;;CEBION IMMUNO PRO 10FL 10ML;DOMPE' FARMACEUTICI SpA;;ACIDO ASCORBICO;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;13.0;13.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943282816;;;CONGEPROST 30CPR;NATURAL BRADEL Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;28.0;28.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
971271628;;;NEURODINE 30CPR;B2PHARMA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;27.5;27.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
801605066;;;MUSTARD GUN GTT 10ML;GUNA SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;9.95;9.95;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
924701410;;;DDM CHINONE 30BUSTINE;PHARMEXTRACTA SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;29.9;29.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
979360411;;;LIFTACTIVE COLLAGEN SPEC A/MAC;VICHY (L'Oreal Italia SpA);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;49.98;49.98;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
977260886;;;LIFTACTIVE SPEC GLYCO C 30X2ML;VICHY (L'Oreal Italia SpA);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;64.99;64.99;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943226934;;;ALKALOS A 20STICK PACK;BIOHEALTH ITALIA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;14.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
938604257;;;BABYGELLA SALV DET MANI 15PZ;MEDA PHARMA SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;3.5;1.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
972722666;;;MOLECO GEL IGIEN MANI 75ML;MOLECO LABORATOIRES Srls;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;4.9;4.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
935582662;;;DECODI DHA 15ML;URIACH ITALY Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;14.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
900397872;;;MAGNESIO CARBONATO 100CPS;OLCELLI FARMACEUTICI Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;1.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
942260187;;;EUPHIDRA SMALTO SR 101;ZETA FARMACEUTICI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;5.6;5.6;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
972152627;;;ANTISTAX ACTIVE CREAM 100G;SANOFI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;11.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
903205906;;;BIOVIT 3 GOLA 1F 15ML SPRAY;URIACH ITALY Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;13.5;13.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975611512;;;BIOTEBACT 30CPR;INPHA DUEMILA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;22.9;22.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
941972236;;;INOFOLIC HP 20BUST;LO.LI.PHARMA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;21.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
900415100;;;GUM EXPANDING FLOSS FILO 30MT;SUNSTAR ITALIANA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;4.65;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
973988241;;;PLASMON BISCOTTI CACAO 240G;PLASMON (HEINZ ITALIA SpA);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;2.99;2.99;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
976260149;;;UROCALC 30BUST;S&R FARMACEUTICI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;33.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
970151940;;;CH GOMMOTTO SIL BOY 0-6 1PZ;CHICCO (ARTSANA SpA);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;8.49;8.49;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
970936011;;;MACULAR FAG 20CPR;AGAIN LIFE ITALIA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;21.0;21.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
942869773;;;ARMOLIPID PLUS 30CPR;MEDA PHARMA SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;29.8;29.8;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975507789;;;SUSTENIUM BIORITMO3 U60+ 30CPR;A.MENARINI IND.FARM.RIUN.Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;18.9;18.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
902494222;;;CEBION ACTIV 12CPR EFFERVESCEN;DOMPE' FARMACEUTICI SpA;;ACIDO ASCORBICO;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;8.4;16.8;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943243978;;;FABIGIN DUO 10CPS 10CPR;PRINCEPS Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;19.9;19.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
980248177;;;AMAGEL 50ML;GIAN MARIA AMATORI Snc;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;0.0;1.8;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
941944100;;;PRESERVISION 3 30STICK OS;BAUSCH & LOMB-IOM SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;25.5;25.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
971141167;;;CEBION MAST S/Z VIT C 20CPR;DOMPE' FARMACEUTICI SpA;;ACIDO ASCORBICO;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;7.3;14.6;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
942607351;;;DITREVIT 1000 5,5ML;HUMANA ITALIA SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;12.9;12.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
978847224;;;EPAKUR ADVANCED SCIROPPO 320G;ABOCA SpA SOCIETA' AGRICOLA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;19.8;19.8;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
977255013;;;HYALU B5 RICHE 40ML;LA ROCHE POSAY-PHAS (L'Oreal);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;35.0;34.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943211831;;;LONGLIFE ROSA CANINA 100CPR;LONGLIFE Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;17.9;17.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
979205008;;;YLATI LE 7 MERAVIGLIE DETOX;YPHARMA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;12.9;12.2;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
976013122;;;KELUAL DS SHAMPOO 100ML DUCRAY;DUCRAY (Pierre Fabre It. SpA);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;14.9;14.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
902229347;;;MERISTEMO YNKHAS 1 100ML;PROMOPHARMA SpA;;;;;;PARAFARMACO ERBORISTICO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;21.9;21.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
942644321;;;LACTOFLORENE CIST 20BUST;MONTEFARMACO OTC SpA;;D-MANNOSIO;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;22.5;22.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
980251918;;;IGIENE+ GEL DET MANI ANTIBATT;SO.DI.CO. Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;4.9;4.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943779013;;;ASTAR 3D 60CPS MOLLI;ALFA INTES (IND.TER.SPLENDORE);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;42.0;42.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
941801779;;;EVAN 60CPR;BIOHEALTH ITALIA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;39.5;39.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
974848778;;;AQUALIA GEL 50ML;VICHY (L'Oreal Italia SpA);;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;22.99;22.99;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
977404882;;;BIOCALM FITOGOCCE 30ML;LIZOFARM Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;19.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
973908674;;;PEDIAFORT SCIROPPO 100ML;PEDIATRICA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;18.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
973662582;;;SUSTENIUM MAGNESIO/POT 28BUST;A.MENARINI IND.FARM.RIUN.Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;14.9;13.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
973651995;;;SUSTENIUM PLUS 22BUST PROMO;A.MENARINI IND.FARM.RIUN.Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;18.9;18.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
900354693;;;IMMUN'AGE 30BUSTE;NAMED Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;54.95;54.95;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975596216;;;SOMAT C SNEL P/F EXPR 250ML;L.MANETTI-H.ROBERTS & C. SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;39.9;39.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
924526357;;;BIO OIL OLIO DERMAT 125ML;PERRIGO ITALIA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;19.95;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943294936;;;DRENA FORTE TE' VERDE 500ML;MARCO VITI FARMACEUTICI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;19.9;19.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
935914349;;;EUPHIDRA COLORPRO XD465 CAST R;ZETA FARMACEUTICI SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;11.2;11.2;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
926890031;;;LENIART UC-II PLUS 30CPR;FELI PHARMA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;29.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
980120404;;;MANIPUR GEL IGIENIZZANTE 70ML;PHARMALIFE RESEARCH Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;4.9;4.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
901650717;;;MULTICENTRUM SELECT 50+ 30CPR;PFIZER ITALIA DIV.CONSUM.HEALT;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;15.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975429097;;;AZ COMPL+COLLUTORIO WHI65+10ML;PROCTER & GAMBLE SRL;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;1.99;3.98;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
975429085;;;AZ COMPL+COLLUTORIO FRE65+10ML;PROCTER & GAMBLE SRL;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;1.99;1.99;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
902297617;;;ARTHROMAX FORTE 90CPS;FARMADERBE Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;46.5;46.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
943294746;;;TENDISULFUR RUN 14BUST;URIACH ITALY Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;25.5;25.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
927116095;;;MAGNESIO POT INVERNO ACT 14BUS;F&F Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;7.9;7.9;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
974103576;;;EUCERIN HYALURON FILL GG SPF30;BEIERSDORF SpA;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;33.5;33.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
923757470;;;ANABOLYS 30BUST MONODOSE;INPHA DUEMILA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;34.5;34.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
980292318;;;L'UNICO ORIGINALE MASC TNT14PZ;MONTRASIO ITALIA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;0.0;1.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
938872153;;;GASTROPIU' PRO 30CPR MASTICAB;ALPIFLOR Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;18.3;18.3;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
925604985;;;ENTERONEOS 20CPS;NEO G PHARMA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;17.5;17.5;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
903666321;;;FLORATTIVA FAST 10CPS;INFARMA Srl;;;;;;PARAFARMACO USO UMANO;;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 22%;12.0;12.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;P;;OTC;NON CONCEDIBILE;
